,content,content_stemmed,id,type,new,table_id,json,label_added,prediction,confidence
815,Passiva A. Eigenkapital I. Kapitalanteile der Kommanditisten B. Rückstellungen C. Verbindlichkeiten davon mit einer Restlaufzeit bis zu einem Jahr davon mit einer Restlaufzeit von mehr als einem Jahr Summe Passiva,passiva eigenkapital kapitalanteil der kommanditist ruckstell verbind davon mit ein restlaufzeit bis ein jahr davon mit ein restlaufzeit von mehr als ein jahr summ passiva,719.json_table_2,,"['719', 'json_table_2']",json_table_2,719,,Passiva,0.73
816,"Art der Verbindlichkeit zum 
 31.12.2018 
 
 gegenüber Kreditinstituten
 aus Lieferungen und Leistungen
 sonstige Verbindlichkeiten
 Summe 
",art der verbind zum gegenub kreditinstitut aus liefer und leistung sonstig verbind summ,22.json_table_5,,"['22', 'json_table_5']",json_table_5,22,,Verbindlichkeiten,0.73
817,"Passiva A. Eigenkapital I. gezeichnetes Kapital B. Rückstellungen 1. Steuerrückstellungen C. Verbindlichkeiten 1. Verbindlichkeiten gegenüber Kreditinstituten 2. Verbindlichkeiten aus Lieferungen und Leistungen 3. sonstige Verbindlichkeiten Bilanzsumme, Summe Passiva",passiva eigenkapital gezeichnet kapital ruckstell steuerruckstell verbind verbind gegenub kreditinstitut verbind aus liefer und leistung sonstig verbind bilanzsumm summ passiva,895.json_table_2,,"['895', 'json_table_2']",json_table_2,895,,Passiva,0.73
818,Passiva A. Eigenkapital I. Kapitalanteile der Kommanditisten B. Rückstellungen C. Verbindlichkeiten davon mit einer Restlaufzeit bis zu einem Jahr davon mit einer Restlaufzeit von mehr als einem Jahr Summe Passiva,passiva eigenkapital kapitalanteil der kommanditist ruckstell verbind davon mit ein restlaufzeit bis ein jahr davon mit ein restlaufzeit von mehr als ein jahr summ passiva,355.json_table_2,,"['355', 'json_table_2']",json_table_2,355,,Passiva,0.73
819,BILANZ - AKTIVSEITE 31.12.2018 € eingeforderte ausstehende Einlage FORDERUNGEN UND SONSTIGE VERMÖGENSGEGENSTÄNDE UMLAUFVERMÖGEN SUMME AKTIVA,bilanz aktivseit eingefordert aussteh einlag forder und sonstig vermgensgegenstnd umlaufvermg summ aktiva,663.json_table_1,Aktiva,"['663', 'json_table_1']",json_table_1,663,2020-07-25 15:34:47.199614,Aktiva,0.73
820,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten II. Sachanlagen Andere Anlagen, Betriebs- und Geschäftsausstattung B. Umlaufvermögen I. Vorräte 1. Unfertige Leistungen 2. Geleistete Anzahlungen II. Forderungen und sonstige Vermögensgegenstände 1. Forderungen aus Lieferungen und Leistungen 2. Sonstige Vermögensgegenstände III. Kassenbestand und Guthaben bei Kreditinstituten C. Rechnungsabgrenzungsposten PASSIVA A. Eigenkapital I. Gezeichnetes Kapital II. Gewinnvortrag III. Jahresüberschuss B. Rückstellungen 1. Steuerrückstellungen 2. Sonstige Rückstellungen C. Verbindlichkeiten 1. Verbindlichkeiten gegenüber Kreditinstituten - davon mit einer Restlaufzeit bis zu einem Jahr EUR 0,00 (Vorjahr EUR 68.391,32) 2. Erhaltene Anzahlungen auf Bestellungen - davon mit einer Restlaufzeit bis zu einem Jahr EUR 75.714,01 (Vorjahr EUR 7.600,19) 3. Verbindlichkeiten aus Lieferungen und Leistungen - davon mit einer Restlaufzeit bis zu einem Jahr EUR 164.530,09 (Vorjahr EUR 391.741,31) 4. Sonstige Verbindlichkeiten - davon mit einer Restlaufzeit bis zu einem Jahr EUR 59.082,09 (Vorjahr EUR 157.625,80) - davon aus Steuern EUR 57.445,15 (Vorjahr EUR 138.362,96)",anlagevermog immateriell vermogensgegenstand entgelt erworb konzession gewerb schutzrecht und ahnlich recht und wert sowi lizenz solch recht und wert sachanlag and anlag betrieb und geschaftsausstatt umlaufvermog vorrat unfert leistung geleistet anzahl forder und sonstig vermogensgegenstand forder aus liefer und leistung sonstig vermogensgegenstand iii kassenbestand und guthab bei kreditinstitut rechnungsabgrenzungspost passiva eigenkapital gezeichnet kapital gewinnvortrag iii jahresuberschuss ruckstell steuerruckstell sonstig ruckstell verbind verbind gegenub kreditinstitut davon mit ein restlaufzeit bis ein jahr eur vorjahr eur erhalt anzahl auf bestell davon mit ein restlaufzeit bis ein jahr eur vorjahr eur verbind aus liefer und leistung davon mit ein restlaufzeit bis ein jahr eur vorjahr eur sonstig verbind davon mit ein restlaufzeit bis ein jahr eur vorjahr eur davon aus steu eur vorjahr eur,98.json_table_1,Bilanz,"['98', 'json_table_1']",json_table_1,98,2020-07-24 21:58:49.882138,Bilanz,0.73
821,"Art der Verbindlichkeit zum 
 31.12.2017 
 
 gegenüber Kreditinstituten
 aus Lieferungen und Leistungen
 sonstige Verbindlichkeiten
 Summe 
",art der verbind zum gegenub kreditinstitut aus liefer und leistung sonstig verbind summ,823.json_table_5,,"['823', 'json_table_5']",json_table_5,823,,Verbindlichkeiten,0.73
822,"Art der Verbindlichkeit zum 
 31.12.2016 
 
 gegenüber Kreditinstituten
 aus Lieferungen und Leistungen
 sonstige Verbindlichkeiten
 Summe 
",art der verbind zum gegenub kreditinstitut aus liefer und leistung sonstig verbind summ,210.json_table_5,,"['210', 'json_table_5']",json_table_5,210,,Verbindlichkeiten,0.73
823,Sachanlagen,sachanlag,496.json_table_2,,"['496', 'json_table_2']",json_table_2,496,,not relevant,0.7300290265290265
824,Sachanlagen,sachanlag,804.json_table_2,,"['804', 'json_table_2']",json_table_2,804,,not relevant,0.7300290265290265
825,Sachanlagen,sachanlag,707.json_table_2,,"['707', 'json_table_2']",json_table_2,707,,not relevant,0.7300290265290265
826,I. Sachanlagen,sachanlag,65.json_table_2,,"['65', 'json_table_2']",json_table_2,65,,not relevant,0.7300290265290265
827,Sachanlagen,sachanlag,427.json_table_2,,"['427', 'json_table_2']",json_table_2,427,,not relevant,0.7300290265290265
828,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Bilanzsumme, Summe Aktiva Passiva A. Eigenkapital I. gezeichnetes Kapital 1. nicht eingeforderte ausstehende Einlagen 2. eingefordertes Kapital II. Gewinnvortrag III. Jahresfehlbetrag B. Rückstellungen C. Verbindlichkeiten Bilanzsumme, Summe Passiva",anlagevermog immateriell vermogensgegenstand sachanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost bilanzsumm summ aktiva passiva eigenkapital gezeichnet kapital nicht eingefordert aussteh einlag eingefordert kapital gewinnvortrag iii jahresfehlbetrag ruckstell verbind bilanzsumm summ passiva,579.json_table_1,,"['579', 'json_table_1']",json_table_1,579,,Bilanz,0.7308333333333334
829,A. Anlagevermögen Immaterielle Vermögensgegenstände Sachanlagen Finanzanlagen B. Umlaufvermögen Vorräte Forderungen und sonstige Vermögensgegenstände Kassenbestand und Guthaben bei Kreditinstitut C. Rechnungsabgrenzungsposten Summe Aktiva Passiva A. Eigenkapital Gezeichnetes Kapital Gewinnrücklagen Bilanzgewinn B. Rückstellungen C. Verbindlichkeiten D. Rechnungsabgrenzungsposten Summe Passiva,anlagevermog immateriell vermogensgegenstand sachanlag finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand kassenbestand und guthab bei kreditinstitut rechnungsabgrenzungspost summ aktiva passiva eigenkapital gezeichnet kapital gewinnrucklag bilanzgewinn ruckstell verbind rechnungsabgrenzungspost summ passiva,609.json_table_1,,"['609', 'json_table_1']",json_table_1,609,,Bilanz,0.7321428571428571
830,A. Anlagevermögen Immaterielle Vermögensgegenstände Sachanlagen Finanzanlagen B. Umlaufvermögen Vorräte Forderungen und sonstige Vermögensgegenstände Kassenbestand und Guthaben bei Kreditinstitut C. Rechnungsabgrenzungsposten Summe Aktiva Passiva A. Eigenkapital Gezeichnetes Kapital Gewinnrücklagen Bilanzgewinn B. Rückstellungen C. Verbindlichkeiten D. Rechnungsabgrenzungsposten Summe Passiva,anlagevermog immateriell vermogensgegenstand sachanlag finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand kassenbestand und guthab bei kreditinstitut rechnungsabgrenzungspost summ aktiva passiva eigenkapital gezeichnet kapital gewinnrucklag bilanzgewinn ruckstell verbind rechnungsabgrenzungspost summ passiva,594.json_table_1,,"['594', 'json_table_1']",json_table_1,594,,Bilanz,0.7321428571428571
831,A. Anlagevermögen Immaterielle Vermögensgegenstände Sachanlagen Finanzanlagen B. Umlaufvermögen Vorräte Forderungen und sonstige Vermögensgegenstände Kassenbestand und Guthaben bei Kreditinstitut C. Rechnungsabgrenzungsposten Summe Aktiva Passiva A. Eigenkapital Gezeichnetes Kapital Gewinnrücklagen Bilanzgewinn B. Rückstellungen C. Verbindlichkeiten D. Rechnungsabgrenzungsposten Summe Passiva,anlagevermog immateriell vermogensgegenstand sachanlag finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand kassenbestand und guthab bei kreditinstitut rechnungsabgrenzungspost summ aktiva passiva eigenkapital gezeichnet kapital gewinnrucklag bilanzgewinn ruckstell verbind rechnungsabgrenzungspost summ passiva,248.json_table_1,,"['248', 'json_table_1']",json_table_1,248,,Bilanz,0.7321428571428571
832,Forderungen aus Lieferungen undLeistungen Sonstige Vermögensgegenstände,forder aus liefer undleist sonstig vermogensgegenstand,881.json_table_2,not relevant,"['881', 'json_table_2']",json_table_2,881,2020-07-25 14:32:34.714009,not relevant,0.7329166666666665
833,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Summe Aktiva Passiva A. Eigenkapital I. Gezeichnetes Kapital II. Gewinnrücklagen B. Einlagen stiller Gesellschafter C. Rückstellungen D. Verbindlichkeiten E. Rechnungsabgrenzungsposten Summe Passiva",anlagevermog immateriell vermogensgegenstand sachanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost summ aktiva passiva eigenkapital gezeichnet kapital gewinnrucklag einlag still gesellschaft ruckstell verbind rechnungsabgrenzungspost summ passiva,777.json_table_1,,"['777', 'json_table_1']",json_table_1,777,,Bilanz,0.735
834,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen B. Umlaufvermögen I. Forderungen und sonstige Vermögensgegenstände II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Summe Aktiva Passiva A. Eigenkapital I. Gezeichnetes Kapital II. Gewinnvortrag/Verlustvortrag III. Bilanzgewinn B. Einlagen stiller Gesellschafter C. Rückstellungen D. Verbindlichkeiten E. Rechnungsabgrenzungsposten Summe Passiva",anlagevermog immateriell vermogensgegenstand sachanlag umlaufvermog forder und sonstig vermogensgegenstand kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost summ aktiva passiva eigenkapital gezeichnet kapital gewinnvortragverlustvortrag iii bilanzgewinn einlag still gesellschaft ruckstell verbind rechnungsabgrenzungspost summ passiva,881.json_table_1,,"['881', 'json_table_1']",json_table_1,881,,Bilanz,0.735
835,11. Jahresüberschuss 12. Gewinnvortrag aus dem Vorjahr 13. Bilanzgewinn,jahresuberschuss gewinnvortrag aus dem vorjahr bilanzgewinn,361.json_table_7,,"['361', 'json_table_7']",json_table_7,361,,not relevant,0.7358474025974027
836,Cash Flow aus Investitionstätigkeit Barkaufpreis Abzüglich übernommene Zahlungsmittel NETTO-ZAHLUNGSMITTELABFLUSS,cash flow aus investitionstat barkaufpreis abzug ubernomm zahlungsmittel nettozahlungsmittelabfluss,900.json_table_33,,"['900', 'json_table_33']",json_table_33,900,,not relevant,0.7358474025974027
837,9. Jahresüberschuss 10. Gewinnvortrag aus dem Vorjahr 11. Vorabausschüttung / beschlossene Ausschüttung GJ 12. Bilanzgewinn,jahresuberschuss gewinnvortrag aus dem vorjahr vorabausschutt beschloss ausschutt bilanzgewinn,263.json_table_3,,"['263', 'json_table_3']",json_table_3,263,,not relevant,0.7358474025974027
838,9. Jahresüberschuss 10. Gewinnvortrag aus dem Vorjahr 11. Vorabausschüttung / beschlossene Ausschüttung GJ 12. Bilanzgewinn,jahresuberschuss gewinnvortrag aus dem vorjahr vorabausschutt beschloss ausschutt bilanzgewinn,325.json_table_3,,"['325', 'json_table_3']",json_table_3,325,,not relevant,0.7358474025974027
839,11. Jahresfehlbetrag 12. Verlustvortrag aus dem Vorjahr 13. Bilanzverlust,jahresfehlbetrag verlustvortrag aus dem vorjahr bilanzverlust,367.json_table_3,,"['367', 'json_table_3']",json_table_3,367,,not relevant,0.7358474025974027
840,10. Jahresfehlbetrag 11. Verlustvortrag aus dem Vorjahr 12. Bilanzverlust,jahresfehlbetrag verlustvortrag aus dem vorjahr bilanzverlust,387.json_table_3,,"['387', 'json_table_3']",json_table_3,387,,not relevant,0.7358474025974027
841,10. Jahresüberschuss 11. Gewinnvortrag aus dem Vorjahr 12. Bilanzgewinn,jahresuberschuss gewinnvortrag aus dem vorjahr bilanzgewinn,578.json_table_3,,"['578', 'json_table_3']",json_table_3,578,,not relevant,0.7358474025974027
842,9. Jahresüberschuss 10. Gewinnvortrag aus dem Vorjahr 11. Vorabausschüttung / beschlossene Ausschüttung GJ 12. Bilanzgewinn,jahresuberschuss gewinnvortrag aus dem vorjahr vorabausschutt beschloss ausschutt bilanzgewinn,237.json_table_3,,"['237', 'json_table_3']",json_table_3,237,,not relevant,0.7358474025974027
843,Stand 1. Januar Veränderung IFRS 5 Zuführung aus Unternehmenserwerb Inanspruchnahme Aufwandswirksame Zuführungen Auflösung STAND 31. DEZEMBER,stand januar verander ifr zufuhr aus unternehmenserwerb inanspruchnahm aufwandswirksam zufuhr auflos stand dezemb,900.json_table_52,,"['900', 'json_table_52']",json_table_52,900,,not relevant,0.7358474025974027
844,Verpflichtungen aus Mietverträgen,verpflicht aus mietvertrag,946.json_table_3,,"['946', 'json_table_3']",json_table_3,946,,not relevant,0.7358474025974027
845,Cash Flow aus Investitionstätigkeit Übernommene Zahlungsmittel NETTO-ZAHLUNGSMITTELZUFLUSS,cash flow aus investitionstat bernomm zahlungsmittel nettozahlungsmittelzufluss,691.json_table_46,,"['691', 'json_table_46']",json_table_46,691,,not relevant,0.7358474025974027
846,12. Jahresüberschuss 13. Gewinnvortrag aus dem Vorjahr 14. Bilanzgewinn,jahresuberschuss gewinnvortrag aus dem vorjahr bilanzgewinn,352.json_table_7,,"['352', 'json_table_7']",json_table_7,352,,not relevant,0.7358474025974027
847,10. Jahresüberschuss 11. Gewinnvortrag aus dem Vorjahr 12. Vorabausschüttung / beschlossene Ausschüttung GJ 13. Bilanzgewinn,jahresuberschuss gewinnvortrag aus dem vorjahr vorabausschutt beschloss ausschutt bilanzgewinn,447.json_table_3,,"['447', 'json_table_3']",json_table_3,447,,not relevant,0.7358474025974027
848,aus Leasingverträgen: aus Mietverträgen:,aus leasingvertrag aus mietvertrag,499.json_table_2,,"['499', 'json_table_2']",json_table_2,499,,not relevant,0.7358474025974027
849,12. Jahresüberschuss 13. Verlustvortrag aus dem Vorjahr 14. Bilanzverlust,jahresuberschuss verlustvortrag aus dem vorjahr bilanzverlust,556.json_table_1,,"['556', 'json_table_1']",json_table_1,556,,not relevant,0.7358474025974027
850,10. Jahresüberschuss 11. Gewinnvortrag aus dem Vorjahr 12. Bilanzgewinn,jahresuberschuss gewinnvortrag aus dem vorjahr bilanzgewinn,628.json_table_3,,"['628', 'json_table_3']",json_table_3,628,,not relevant,0.7358474025974027
851,Stand 1. Januar Veränderung IFRS 9 Inanspruchnahme Aufwandswirksame Zuführungen Auflösung Veränderung IFRS 5 Zuführung aus Unternehmenserwerb STAND 31. DEZEMBER,stand januar verander ifr inanspruchnahm aufwandswirksam zufuhr auflos verander ifr zufuhr aus unternehmenserwerb stand dezemb,691.json_table_70,,"['691', 'json_table_70']",json_table_70,691,,not relevant,0.7358474025974027
852,12. Jahresüberschuss 13. Gewinnvortrag aus dem Vorjahr 14. Bilanzgewinn,jahresuberschuss gewinnvortrag aus dem vorjahr bilanzgewinn,335.json_table_7,,"['335', 'json_table_7']",json_table_7,335,,not relevant,0.7358474025974027
853,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Summe Aktiva Passiva A. Eigenkapital I. Gezeichnetes Kapital II. Kapitalrücklage III. Einlagen stiller Gesellschafter IV. Bilanzverlust B. Sonderposten für Investitionszuschüsse zum Anlagevermögen C. Rückstellungen D. Verbindlichkeiten Summe Passiva",anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost summ aktiva passiva eigenkapital gezeichnet kapital kapitalrucklag iii einlag still gesellschaft bilanzverlust sonderpost fur investitionszuschuss zum anlagevermog ruckstell verbind summ passiva,130.json_table_1,,"['130', 'json_table_1']",json_table_1,130,,Bilanz,0.7366666666666667
854,Darlehen BLW Gaststättenbetriebs GmbH Darlehen WLH Anlage u. Organistions GmbH Darlehen WLH Anlage u. Organistions GmbH Darlehen WLH Projekt- u. Grundstücks GmbH VB aus L+L BLW Gaststättenbetriebs GmbH VB aus L+L WLH Anlage u. Organistions GmbH,darleh blw gaststattenbetrieb gmbh darleh wlh anlag organistion gmbh darleh wlh anlag organistion gmbh darleh wlh projekt grundstuck gmbh aus blw gaststattenbetrieb gmbh aus wlh anlag organistion gmbh,721.json_table_4,,"['721', 'json_table_4']",json_table_4,721,,not relevant,0.7376807359307359
855,Bilanz zum 31. Dezember 2018 Gewinn- und Verlustrechnung für die Zeit vom 1. Januar bis zum 31. Dezember 2018 Anhang für das Geschäftsjahr 2018 Entwicklung des Anlagevermögens im Geschäftsjahr 2018 Umsatzerlöse Lagebericht für das Geschäftsjahr 2018 Bestätigungsvermerk des unabhängigen Abschlussprüfers,bilanz zum dezemb gewinn und verlustrechn fur die zeit vom januar bis zum dezemb anhang fur das geschaftsjahr entwickl des anlagevermog geschaftsjahr umsatzerlos lagebericht fur das geschaftsjahr bestatigungsvermerk des unabhang abschlusspruf,616.json_table_1,not relevant,"['616', 'json_table_1']",json_table_1,616,2020-07-26 09:06:31.188927,not relevant,0.7383333333333333
856,"Gewährte Zuwendungen
(in TEUR) Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2015 - 2017 - Tantieme 2018 - 2020 SUMME Versorgungsaufwand GESAMTVERGÜTUNG",gewahrt zuwendungenin teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem tantiem summ versorgungsaufwand gesamtvergt,691.json_table_16,,"['691', 'json_table_16']",json_table_16,691,,not relevant,0.7395476190476189
857,Gewähne Zuwendungen (in TEUR) Festvergütung Nebenleistungen Summe Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2018 - 2020 SUMME Versorgungsaufwand GESAMTVERGÜTUNG,gewahn zuwend teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem summ versorgungsaufwand gesamtvergt,96.json_table_19,,"['96', 'json_table_19']",json_table_19,96,,not relevant,0.7395476190476189
858,Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2018 - 2020 SUMME Versorgungsaufwand GESAMTVERGÜTUNG,festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem summ versorgungsaufwand gesamtvergt,803.json_table_17,not relevant,"['803', 'json_table_17']",json_table_17,803,2020-07-24 14:48:13.690582,not relevant,0.7395476190476189
859,"Zuflüsse
(in TEUR) Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - LTI 2011 - 2015 - LTI 2016 - 2018 - Tantieme 2015 - 2017 - Bleibeprämie - Change of Control SAR Programm A2011 SAR Programm F2012 SAR Programm H2012 SAR Programm M2014 SUMME Versorgungsaufwand GESAMTVERGÜTUNG",zuflussein teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut lti lti tantiem bleibeprami chang control sar programm sar programm sar programm sar programm summ versorgungsaufwand gesamtvergt,900.json_table_18,,"['900', 'json_table_18']",json_table_18,900,,not relevant,0.7395476190476189
860,"Gewährte Zuwendungen
(in TEUR) Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - LTI 2011 - 2015 - LTI 2016 - 2018 - Tantieme 2015 - 2017 - Bleibeprämie - Change of Control SUMME Versorgungsaufwand GESAMTVERGÜTUNG",gewahrt zuwendungenin teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut lti lti tantiem bleibeprami chang control summ versorgungsaufwand gesamtvergt,900.json_table_15,,"['900', 'json_table_15']",json_table_15,900,,not relevant,0.7395476190476189
861,"Gewährte Zuwendungen
(in TEUR) Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - LTI 2011 - 2015 - LTI 2016 - 2018 - Tantieme 2015 - 2017 - Bleibeprämie - Change of Control SUMME Versorgungsaufwand GESAMTVERGÜTUNG",gewahrt zuwendungenin teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut lti lti tantiem bleibeprami chang control summ versorgungsaufwand gesamtvergt,900.json_table_14,,"['900', 'json_table_14']",json_table_14,900,,not relevant,0.7395476190476189
862,Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2015 - 2017 - Tantieme 2018 - 2020 SAR Programm H2012 SAR Programm M2014 SUMME Versorgungsaufwand GESAMTVERGÜTUNG,festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem tantiem sar programm sar programm summ versorgungsaufwand gesamtvergt,803.json_table_22,,"['803', 'json_table_22']",json_table_22,803,,not relevant,0.7395476190476189
863,Gewähne Zuwendungen (in TEUR) Festvergütung Nebenleistungen Summe Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2018 - 2020 SUMME Versorgungsaufwand GESAMTVERGÜTUNG,gewahn zuwend teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem summ versorgungsaufwand gesamtvergt,96.json_table_18,,"['96', 'json_table_18']",json_table_18,96,,not relevant,0.7395476190476189
864,Summe Segmentergebnisse (EBITDA) Abschreibungen Betriebsergebnis Finanzergebnis ERGEBNIS VOR ERTRAGSTEUERN,summ segmentergebnis ebitda abschreib betriebsergebnis finanzergebnis ergebnis vor ertragsteu,803.json_table_43,,"['803', 'json_table_43']",json_table_43,803,,not relevant,0.7395476190476189
865,Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2018 - 2020 SUMME Versorgungsaufwand GESAMTVERGÜTUNG,festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem summ versorgungsaufwand gesamtvergt,803.json_table_19,,"['803', 'json_table_19']",json_table_19,803,,not relevant,0.7395476190476189
866,Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2015 - 2017 - Tantieme 2018 - 2020 SAR Programm H2012 SAR Programm M2014 SUMME Versorgungsaufwand GESAMTVERGÜTUNG,festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem tantiem sar programm sar programm summ versorgungsaufwand gesamtvergt,803.json_table_23,,"['803', 'json_table_23']",json_table_23,803,,not relevant,0.7395476190476189
867,Zuflüsse (in TEUR) Festvergütung Nebenleistungen Summe Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2015 - 2017 - Tantieme 2018 - 2020 SAR Programm H2012 SAR Programm M2014 SUMME Versorgungsaufwand GESAMTVERGÜTUNG,zufluss teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem tantiem sar programm sar programm summ versorgungsaufwand gesamtvergt,96.json_table_21,,"['96', 'json_table_21']",json_table_21,96,,not relevant,0.7395476190476189
868,Konto Inv.-Nr. 50 50/000001 Summe 90 90/000001 Summe Gesamtsumme,konto invnr summ summ gesamtsumm,857.json_table_2,,"['857', 'json_table_2']",json_table_2,857,,not relevant,0.7395476190476189
869,"Gewährte Zuwendungen
(in TEUR) Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - LTI 2011 - 2015 - LTI 2016 - 2018 - Tantieme 2015 - 2017 - Bleibeprämie - Change of Control SUMME Versorgungsaufwand GESAMTVERGÜTUNG",gewahrt zuwendungenin teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut lti lti tantiem bleibeprami chang control summ versorgungsaufwand gesamtvergt,900.json_table_13,,"['900', 'json_table_13']",json_table_13,900,,not relevant,0.7395476190476189
870,"Zuflüsse
(in TEUR) Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - LTI 2011 - 2015 - LTI 2016 - 2018 - Tantieme 2015 - 2017 - Bleibeprämie - Change of Control SAR Programm A2011 SAR Programm F2012 SAR Programm H2012 SAR Programm M2014 SUMME Versorgungsaufwand GESAMTVERGÜTUNG",zuflussein teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut lti lti tantiem bleibeprami chang control sar programm sar programm sar programm sar programm summ versorgungsaufwand gesamtvergt,900.json_table_16,,"['900', 'json_table_16']",json_table_16,900,,not relevant,0.7395476190476189
871,"Zuflüsse
(in TEUR) Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2015 - 2017 - Tantieme 2018 - 2020 - Bleibeprämie - Change of Control SAR Programm A2011 SAR Programm F2012 SAR Programm H2012 SAR Programm M2014 SUMME Versorgungsaufwand GESAMTVERGÜTUNG",zuflussein teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem tantiem bleibeprami chang control sar programm sar programm sar programm sar programm summ versorgungsaufwand gesamtvergt,691.json_table_18,,"['691', 'json_table_18']",json_table_18,691,,not relevant,0.7395476190476189
872,Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2015 - 2017 - Tantieme 2018 - 2020 SAR Programm H2012 SAR Programm M2014 SUMME Versorgungsaufwand GESAMTVERGÜTUNG,festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem tantiem sar programm sar programm summ versorgungsaufwand gesamtvergt,803.json_table_21,,"['803', 'json_table_21']",json_table_21,803,,not relevant,0.7395476190476189
873,"Zuflüsse
(in TEUR) Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - LTI 2011 - 2015 - LTI 2016 - 2018 - Tantieme 2015 - 2017 - Bleibeprämie - Change of Control SAR Programm A2011 SAR Programm F2012 SAR Programm H2012 SAR Programm M2014 SUMME Versorgungsaufwand GESAMTVERGÜTUNG",zuflussein teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut lti lti tantiem bleibeprami chang control sar programm sar programm sar programm sar programm summ versorgungsaufwand gesamtvergt,900.json_table_17,,"['900', 'json_table_17']",json_table_17,900,,not relevant,0.7395476190476189
